id,Acer_Capillipes,Acer_Circinatum,Acer_Mono,Acer_Opalus,Acer_Palmatum,Acer_Pictum,Acer_Platanoids,Acer_Rubrum,Acer_Rufinerve,Acer_Saccharinum,Alnus_Cordata,Alnus_Maximowiczii,Alnus_Rubra,Alnus_Sieboldiana,Alnus_Viridis,Arundinaria_Simonii,Betula_Austrosinensis,Betula_Pendula,Callicarpa_Bodinieri,Castanea_Sativa,Celtis_Koraiensis,Cercis_Siliquastrum,Cornus_Chinensis,Cornus_Controversa,Cornus_Macrophylla,Cotinus_Coggygria,Crataegus_Monogyna,Cytisus_Battandieri,Eucalyptus_Glaucescens,Eucalyptus_Neglecta,Eucalyptus_Urnigera,Fagus_Sylvatica,Ginkgo_Biloba,Ilex_Aquifolium,Ilex_Cornuta,Liquidambar_Styraciflua,Liriodendron_Tulipifera,Lithocarpus_Cleistocarpus,Lithocarpus_Edulis,Magnolia_Heptapeta,Magnolia_Salicifolia,Morus_Nigra,Olea_Europaea,Phildelphus,Populus_Adenopoda,Populus_Grandidentata,Populus_Nigra,Prunus_Avium,Prunus_X_Shmittii,Pterocarya_Stenoptera,Quercus_Afares,Quercus_Agrifolia,Quercus_Alnifolia,Quercus_Brantii,Quercus_Canariensis,Quercus_Castaneifolia,Quercus_Cerris,Quercus_Chrysolepis,Quercus_Coccifera,Quercus_Coccinea,Quercus_Crassifolia,Quercus_Crassipes,Quercus_Dolicholepis,Quercus_Ellipsoidalis,Quercus_Greggii,Quercus_Hartwissiana,Quercus_Ilex,Quercus_Imbricaria,Quercus_Infectoria_sub,Quercus_Kewensis,Quercus_Nigra,Quercus_Palustris,Quercus_Phellos,Quercus_Phillyraeoides,Quercus_Pontica,Quercus_Pubescens,Quercus_Pyrenaica,Quercus_Rhysophylla,Quercus_Rubra,Quercus_Semecarpifolia,Quercus_Shumardii,Quercus_Suber,Quercus_Texana,Quercus_Trojana,Quercus_Variabilis,Quercus_Vulcanica,Quercus_x_Hispanica,Quercus_x_Turneri,Rhododendron_x_Russellianum,Salix_Fragilis,Salix_Intergra,Sorbus_Aria,Tilia_Oliveri,Tilia_Platyphyllos,Tilia_Tomentosa,Ulmus_Bergmanniana,Viburnum_Tinus,Viburnum_x_Rhytidophylloides,Zelkova_Serrata
1387,3.899569559218112e-14,2.1206168716885612e-16,1.2581468752238859e-14,6.819223255556593e-15,6.077849247430688e-12,1.1238967058295162e-08,4.232582014614798e-08,6.892221246109634e-12,5.3290917278710835e-09,2.8751060609374225e-09,5.3517887211899e-15,9.41950938578413e-13,1.104470412243734e-12,1.0690392143755169e-09,4.339154993342247e-12,8.127944109577964e-12,1.2779848912536942e-11,9.936511401291747e-16,7.442577185633177e-12,8.180844856793493e-11,1.1258311704210358e-13,4.890691814576552e-17,3.03974221714301e-11,4.043969135156545e-12,1.0503644079144052e-09,2.8096738975324382e-14,9.662313135185443e-11,6.727610845695105e-15,5.987364356379371e-12,1.80783253222393e-15,1.4074093948993802e-14,4.9193673229955536e-17,1.6456136031335183e-15,3.686685005921858e-11,4.150943972384199e-17,5.119729706421623e-09,7.843292674146864e-12,1.2440867394717527e-09,6.437598430281833e-14,2.1059665031621853e-14,4.342754351581328e-15,1.8453903224982947e-12,1.048415931800338e-14,2.048348833254204e-12,1.1187314433193172e-14,1.9829148152528135e-12,3.260677099828484e-12,2.1846197805307803e-12,1.8354909163890272e-12,2.5227121816930433e-14,2.885748535942646e-17,3.48396438073769e-13,3.937765696737544e-13,1.9337777520498236e-12,1.7877662461465972e-13,1.083766944184333e-09,3.404171039538702e-11,5.981830944413312e-15,6.768325570661261e-16,0.00012917891434081262,1.3633292987507462e-15,1.2425346919289203e-12,4.522240155354546e-13,1.2311298929809456e-10,6.197981328298833e-14,1.6359708936280942e-13,5.2643802618160967e-14,1.393212757672385e-13,1.5245726033251319e-12,1.4651867774204364e-12,3.601987173736571e-05,0.0001048327223279222,1.8199452489723584e-12,7.698990655744196e-14,4.3601822989067e-14,1.4731573010324484e-14,9.695651432393388e-10,2.435907495945977e-13,2.5516238276078406e-07,4.404241912637638e-12,0.9997295655898328,1.592386976184925e-14,7.369100824989142e-08,4.168023631213208e-13,4.148230187573567e-15,3.101349803731066e-15,8.673668529980765e-14,1.6777730585896584e-16,2.1022882897967298e-14,2.886506973077119e-13,2.7631221748790055e-14,6.587129944485008e-14,1.1841182860444985e-10,9.892042506205519e-10,3.095012902044938e-18,1.1269318390156657e-12,1.3662363486314863e-10,1.2856925563996068e-14,6.600915396710823e-17
1389,7.191701084319794e-16,3.5548025596884866e-12,3.0396239669669286e-16,1.5043172338572888e-16,3.1485125291087915e-17,1.4325154387199857e-18,3.856228003995062e-11,5.443831783330683e-15,1.9628518698657805e-11,2.3205064911430007e-13,1.431755321542708e-19,1.1320143919162235e-14,5.670705634042044e-15,5.834140686832327e-12,2.847848647746591e-14,4.139236267388731e-16,1.9759714657532665e-16,7.496447644570872e-12,5.09967373899007e-19,1.1474314894848553e-08,1.7505392836960277e-15,1.8174620423641502e-19,4.452376110126595e-18,1.510432586682426e-18,6.668625940073935e-17,4.274211722424266e-18,2.8759800536420833e-13,1.831016203338033e-17,1.493930170287825e-18,6.828405966135092e-17,1.2400691620723325e-15,7.756743766076055e-20,3.079538829334266e-17,1.6225273521757795e-18,4.861121375335293e-14,3.964632473814749e-20,1.727033227042737e-12,2.1810543829872655e-13,2.1860727274992343e-12,2.983443623940372e-14,8.546262690446315e-13,2.0150767937733807e-12,1.0291513757722092e-15,2.935609040466048e-13,1.1131543954677188e-19,1.2450399270875786e-13,2.361326606342439e-21,0.9999999832432248,2.0761676933177082e-09,1.5290043111493148e-16,2.659344123338443e-10,3.314895425487476e-21,9.435809439257867e-17,1.328036512134304e-17,2.179124266911424e-18,6.582130618383641e-16,6.525313600974636e-20,3.1430441461779816e-13,1.3915979873644925e-12,4.031099563502772e-14,9.506542169240573e-17,4.692897961732906e-17,6.066630941938526e-19,9.651329655975778e-13,6.18561621341434e-21,2.8741842333878563e-18,1.8798405986946937e-21,3.84284229138727e-12,1.1680927252924903e-14,5.906058174416607e-15,6.075822987418905e-17,1.6899222088214206e-16,1.8694085416044794e-17,1.9069913952054647e-16,3.610693860383468e-20,3.106996788001168e-20,5.190642456467276e-14,2.3109899238957264e-17,5.488258273497861e-16,1.9505041143923043e-14,1.144383080206293e-15,2.809310132078248e-15,2.6913422133912384e-10,1.3408091693147392e-15,2.2461752700791613e-13,1.802227217832697e-11,3.859067233007109e-15,2.26869556901495e-09,1.368629205189244e-19,3.99412931989361e-11,3.892104536152868e-15,4.396586639886042e-17,1.0980274716693399e-18,1.0886609104553712e-18,1.0824281472192121e-11,2.4209882197580603e-10,3.963430531544581e-15,3.454185030331674e-20,1.604567090168711e-12
1397,1.1695842161049935e-08,4.25078150437528e-08,4.777339346723132e-08,2.478045848212726e-06,1.6627033578220135e-09,7.521450739514269e-10,2.678760639522502e-09,4.3957145676563804e-10,8.752129342436335e-10,2.1984672281890496e-10,7.313134474968544e-12,4.222895858573409e-09,4.796442930729521e-07,1.66069761283433e-13,1.861700285976418e-11,6.295794158351174e-11,5.563279825749546e-12,1.2430899047639876e-09,1.7298425822229054e-09,2.4928394160527076e-05,2.371173067742153e-09,4.605468121193607e-11,3.585923725248935e-14,9.821970291826783e-10,8.282688434249598e-08,4.632978246132659e-11,3.13443212650177e-08,1.0284299123049983e-10,2.105776981853327e-09,2.9216642779644215e-13,7.131417338651345e-11,2.4706979877431743e-11,6.362020827576469e-10,2.803236788245402e-13,5.175850539639059e-10,6.393768565828337e-13,1.0521756678363624e-09,5.532583917497072e-10,1.1790429043100217e-08,1.2667035810855272e-08,2.3053279401964664e-09,1.7195279279262854e-08,4.907932761117551e-10,2.5709398060472865e-08,1.3282062613753215e-12,2.5822801432611067e-09,3.2045576451281444e-11,2.1409110556410565e-08,1.3008166746243764e-05,2.524950721900876e-10,2.304193440157177e-08,7.269768023851142e-12,9.670034112278502e-11,3.0329098774997093e-10,2.683241084028228e-09,1.070530294827571e-08,1.1441956074587933e-09,2.1186594817324363e-09,3.396821834669837e-07,3.712326902172356e-10,1.6711279027831939e-09,3.4898468963806168e-09,1.6154576808606772e-11,6.34081640127303e-10,7.259237791306548e-13,5.363317405190815e-07,5.370914144730876e-14,1.6616618987151604e-09,1.3376583252400474e-05,1.2872533910025101e-06,3.318842440150448e-10,8.892095574174909e-09,2.6870721920430753e-12,1.5187681137516183e-07,5.793325163685186e-13,6.565746205273349e-11,0.00012674713064971083,1.130685128981057e-11,2.6158597610058385e-13,3.463578890918396e-10,3.9565467111396585e-12,2.046766884787944e-09,1.2984356062902575e-07,1.4401760841565311e-12,2.0347768612999391e-10,0.9998131265533913,1.1414879027952302e-07,2.485850745466436e-06,5.5564863533006865e-14,6.06681882416295e-08,1.4145135055377951e-09,7.2727660538960046e-12,1.2442236562111958e-11,1.4112514874184617e-11,1.950949546722605e-08,9.297124942798192e-10,3.2199972170585716e-07,1.2450439624117592e-10,1.2949136034897985e-08
1400,1.9735418092324955e-11,4.766733036047067e-10,6.605246201538135e-08,9.823859176426787e-10,4.368325784111416e-08,5.688869483239057e-05,2.2456739626888503e-07,7.449296410841283e-09,1.93036240474666e-12,2.364789920744803e-09,9.360447872438622e-13,1.607663001673649e-08,2.974222853421559e-11,1.1328969344385485e-09,1.9102874695389375e-11,8.672446900995436e-05,1.833554095464652e-11,1.0030895099132976e-10,1.4417101361539838e-09,4.2833974490319145e-09,3.3876542717339118e-09,1.628908978996405e-08,3.345961550453266e-09,3.180723871183856e-05,3.508450580830184e-09,1.2492093651652842e-09,1.5588671185216282e-12,8.243744564892927e-11,0.9997408444400887,4.0565493106744424e-05,1.4317918696398622e-05,1.8510419424215443e-10,2.1997122018777762e-08,2.0092921886775746e-09,2.6534565474281143e-08,1.7993468246752925e-09,8.789188267078303e-09,1.5595684370847495e-09,9.967803658978405e-07,9.30016338254514e-06,2.0635676824212284e-10,4.2050897076464564e-13,3.7794697041109684e-07,8.012904640146486e-10,6.791924237928769e-11,4.0011380340847867e-08,4.199246202201074e-10,2.4667553547513375e-09,7.392104940931327e-10,4.578235404257542e-09,1.068929651705961e-08,1.3438006032132375e-09,9.188241699411627e-09,2.8273277251695116e-10,1.5776422888251927e-08,3.3369589350560352e-06,4.513830795235511e-08,1.3001380986914489e-07,3.8338603257580277e-11,4.5979824911344376e-10,6.102268111357174e-09,1.3273134893033045e-09,1.1947026235832385e-08,1.2386653678115383e-09,1.2795921531057127e-09,5.7825163102773585e-09,5.5521630221625e-10,2.3437856593912252e-07,5.409405338446503e-07,1.8528364786860393e-06,9.105188741620892e-06,6.087348713024745e-08,3.657450182718492e-08,4.588401797123279e-10,4.266435231597205e-12,4.3697189424603395e-12,8.388001475782904e-08,7.968280328199885e-09,1.2218423037488798e-11,1.6186533594455905e-07,5.03228841006525e-09,1.4428194696483835e-07,3.773767473757443e-10,2.830582577344178e-12,2.7149070433483364e-08,4.970133406662655e-09,3.241224070574876e-11,1.7339674966110922e-06,3.068125323430879e-09,1.3928376627101471e-08,1.2172209043870276e-09,6.778503407696979e-12,1.6355660780329885e-08,2.4214304766700465e-10,2.9498830712158993e-10,8.786995398454954e-12,1.5433880783087003e-09,2.6273862133962454e-12,5.253423671164176e-08
1401,3.3484828970813916e-10,4.064994848164826e-10,2.8353142438750333e-12,4.383466610376723e-08,3.870911126811e-10,6.144139150438545e-14,2.4960131862342414e-12,1.2205300522298933e-11,3.0278002413269764e-12,3.0680380205262385e-12,3.9193006286428765e-14,6.617301196177761e-10,3.6100740806521696e-09,2.7305341909214528e-14,2.3032935604589854e-14,6.989274493153811e-13,3.7015396666623657e-14,5.214833652515944e-12,6.639375824010623e-11,3.084866835867487e-07,2.037267407396456e-10,3.85191622928293e-14,1.7545748788549873e-16,3.3195235451656253e-12,1.3491002048222705e-10,1.7764113004576656e-12,1.2152683333183571e-11,4.118266417229915e-14,3.9387553842427314e-12,2.219372508577384e-13,3.3442358278556736e-13,1.6015559882544303e-12,4.259288644305341e-10,1.1430847261943304e-13,5.51024672044011e-13,4.4189028502004464e-14,5.792907918505974e-13,2.8067204167607643e-12,2.3934341234236335e-12,2.3554206632819124e-10,8.3310035084039e-12,5.303419307296381e-10,7.932952521313259e-14,5.166930551128323e-11,1.762953274212898e-14,9.979767862703794e-12,2.362168110607498e-13,1.047065634060026e-12,3.7769782387128924e-09,2.6469123345263266e-11,1.0636206781023012e-12,3.1763580648341605e-14,3.666528067049824e-13,3.155757936307197e-12,2.317404698827169e-10,6.532809818715204e-09,1.7639804149785705e-12,1.8080095263614406e-12,1.5247153051870702e-09,5.021694786785006e-12,2.1643019211522125e-11,7.681895202234788e-12,3.3656794922776373e-12,1.7457738912707316e-13,5.506265584145734e-13,5.698530371323793e-07,1.559916030623273e-17,5.743165912349961e-13,5.778446291274848e-10,1.9002553513618074e-11,2.8523461216843055e-11,2.5411147397578486e-11,1.1101350783385544e-14,1.6569036591023892e-08,5.5671122448907455e-14,5.2570494608435795e-12,5.521183462615795e-10,9.109758989606456e-15,2.865205395370073e-15,9.644895690782903e-12,2.570578077739891e-13,1.2043449769994458e-13,1.9157111917919857e-10,3.459471939862048e-15,7.668632978205763e-13,0.9999990376666036,1.239434676602061e-10,6.237674349708349e-10,1.4325194906455842e-15,6.257699615978008e-11,9.887011203582569e-11,2.0500181378820822e-12,1.3423324451228698e-12,4.321309285674046e-12,2.1303619067781757e-11,1.4682454599342556e-11,2.0815474375629904e-10,1.002335106412987e-11,1.7403265363489826e-09
1404,2.0623801009082344e-13,3.062148629539984e-11,8.531532429153481e-14,1.5752227802996063e-13,4.710242518482985e-16,1.743600906215911e-17,2.2748733118832315e-10,8.43366106160855e-13,4.418744279619084e-10,2.3378620668653365e-13,1.7434255225260296e-18,7.807091345280189e-13,1.9828364437408677e-12,2.474804708253093e-11,3.656701187328333e-12,1.4469505349228585e-14,1.0656630444410686e-13,2.266441042103961e-10,1.2660260308785195e-17,2.9977100012907074e-09,9.355493931824241e-14,3.4704545249273706e-18,5.593375892799627e-16,3.5899515092468195e-16,7.038168419463789e-16,2.5123965855946865e-15,2.7229751700331294e-11,5.525310179930516e-15,1.1985335652666508e-16,3.9672629028648363e-16,2.988788183571997e-14,6.7850953315132876e-18,1.0681754524687656e-15,2.9096932764976355e-17,1.2409234961555292e-12,5.530099044867568e-19,3.607414089832569e-11,2.595192683168125e-11,4.205218447048657e-10,2.2523469053699273e-13,9.43129257463881e-11,3.7231309830245466e-10,1.1851898824953016e-14,3.3462839136611596e-11,1.0291546266066507e-17,2.8278523548990785e-11,2.5361052863299295e-20,0.9999978605991342,1.1258720876905995e-06,1.646230386833564e-14,1.0727368716485437e-08,4.353225990196325e-19,6.320279436401565e-15,4.435709145993238e-16,3.676260194203653e-17,2.8236261213539822e-14,2.5302339393528957e-18,2.2110263415217682e-11,7.349514471011758e-10,3.8400749473555474e-12,4.94231992861709e-14,2.3916116886286137e-15,1.1305711742910145e-16,2.513752756788356e-11,1.6226921910163925e-19,5.687901383369827e-16,2.1633412230075733e-19,3.032847741362886e-10,1.939893879161674e-14,2.0554498891660388e-13,1.107864291655438e-15,3.339102139371767e-14,2.5620799833925784e-15,3.2635279514028905e-15,5.409153664148032e-18,6.423000098187957e-19,4.7948060443426395e-12,4.520422080395267e-16,9.97516921954507e-15,1.3211116475805832e-13,1.0017997822211628e-15,1.1025746429850964e-13,7.053376259311127e-08,1.1700351342016016e-14,1.0553707869660331e-10,1.0291530498295457e-08,2.91446118350663e-13,8.311686878497093e-07,2.9235155482459815e-18,7.791557475296105e-09,5.1439584200864243e-14,1.2996504208284194e-14,6.7958989761798e-18,1.199978635452228e-16,4.158688513378443e-09,7.26479729258845e-08,1.2136551829419018e-12,2.9655036393134787e-18,1.0437804061987027e-11
1406,1.1566714902350854e-14,1.055662358501078e-11,1.5606863741765784e-11,1.0433266656456257e-10,9.507698072644981e-12,1.066138620471805e-12,6.802009100890988e-12,9.812985633055444e-14,1.8868725345809262e-14,8.005082577141993e-14,6.975554606556878e-13,4.0511466639168124e-11,1.3142082553121084e-12,2.4606967485277376e-13,2.79702920419825e-13,6.197148547107793e-11,9.090255357704709e-12,1.4769576570225118e-12,2.3480806568784287e-12,6.612866142278065e-14,1.8139399658360297e-11,6.456574887101801e-09,1.491823776791025e-08,7.754209642768323e-09,2.2198977303179756e-11,0.9999999320484578,9.70755128461913e-15,3.493047487910914e-13,1.7511977157693047e-10,4.386939783098912e-09,2.143854285241972e-08,2.7881126341718603e-09,3.5766665605790184e-11,7.147147555718435e-10,4.936881173274423e-10,1.3251330745324973e-11,2.527108507865386e-12,5.003893575594792e-13,3.831369327160078e-12,1.6471313978807342e-09,1.2726480497195924e-12,1.7155147167096585e-15,3.7972912061713e-14,2.5197145761567057e-11,9.679741067581617e-12,4.2920488627452407e-13,4.535870197318225e-11,2.5778562782116436e-13,1.2197315320631635e-13,1.1078557128832881e-13,3.3710186440130355e-12,2.4461264386352575e-11,3.0628103812614866e-11,6.251348226873093e-12,2.3009744111507147e-12,4.116961588386998e-15,1.4120344577468872e-11,2.1944406297596815e-11,8.393930233299475e-16,3.380771932473635e-13,9.710055912481032e-11,6.940927623026131e-12,3.749641583192825e-09,2.7796259431641568e-14,1.3795168552741968e-12,2.4176580561394985e-10,4.3701703736425934e-10,2.1636778175343266e-10,1.1071444871125138e-12,1.0921012191659992e-13,1.6079006092337567e-10,5.275889238342877e-13,5.337544342526322e-10,8.074117159087409e-11,6.94627402006143e-12,1.2631359843546468e-14,3.084692284586083e-14,3.007471940900361e-11,1.0944244926521047e-13,5.427560835028649e-12,1.5256846433994736e-12,1.1897739857822292e-10,4.3421871414807016e-15,2.6174961383840172e-14,5.434107470151321e-15,5.273712185945106e-14,2.738795154610777e-10,3.011789464742924e-12,6.211189286624799e-11,8.936772172034658e-15,6.547759735487479e-13,1.2676886677195388e-12,3.3187382584634724e-12,1.9097996646789577e-12,3.4578162638088904e-14,3.856069884249199e-15,1.1319001719715928e-10,1.1951981407844756e-10,3.603501879561261e-10
1407,3.6072224122569376e-13,1.6434124826406473e-12,1.5505757246375688e-08,2.5765823985241382e-12,7.013176994547521e-13,5.5279657952650183e-11,1.4768912818456513e-13,8.044455460804531e-15,1.0631362774203313e-13,2.1515492002998325e-13,4.1497577527403583e-10,1.430112723429098e-14,5.889270003078812e-13,8.192003334125355e-13,2.8179089501938745e-09,7.228906963456876e-12,3.081771268626106e-10,3.78755465392653e-11,7.654301460905957e-11,2.0794220070208671e-13,3.9376519327769965e-14,1.5100285228808958e-07,6.667020960340891e-08,5.5414518287672004e-11,2.6324595091814782e-11,1.9915551351707355e-09,1.07937795214809e-08,0.9999784274556281,1.138479998807161e-11,2.112009018232263e-11,4.2195369372531565e-10,3.1843170961687984e-09,4.719681926033051e-11,7.855659381307729e-14,2.4312159610779777e-06,1.921329305407017e-12,8.657260529225352e-11,2.8533496029937645e-13,3.9779559431806964e-11,7.570713846183046e-11,8.030536464042108e-08,2.721364236626783e-11,8.890856570459555e-08,9.514778470692125e-10,1.1101126211342015e-06,4.672360147897418e-11,1.7386539585187535e-11,2.5650355727004008e-11,1.7656296373887094e-16,9.912015782247803e-13,5.804438266454396e-08,2.3402221924460835e-08,1.0863749977807932e-13,1.6107727253719455e-14,7.647465871803279e-14,1.6240977859601454e-14,1.407626793374802e-11,4.039373683733447e-07,1.076546951519138e-07,1.9965860123896787e-11,4.637564616911586e-12,6.480160919228578e-09,4.5226322615251815e-09,2.033328280877433e-09,7.405534165719275e-09,6.644965819893788e-13,1.6599559338114312e-06,6.871328706658149e-10,1.2375889990113692e-11,5.542163264806271e-13,2.3485280486904935e-14,6.64909143586993e-13,2.1915808026639325e-07,1.5011108558049872e-08,4.144140474118405e-11,4.293408799081562e-11,3.2668842312518095e-11,2.7867566060491754e-06,3.159221174238012e-10,1.4316604752321551e-13,1.2231436044058096e-15,7.98554576103921e-07,9.035731171645339e-11,2.7831172652792763e-08,6.2393457282958555e-12,2.225970243258217e-12,2.8869619304006343e-12,5.250941940118046e-11,4.091756105789245e-08,2.1722557126850993e-12,2.630082728778683e-10,7.117039730957276e-11,6.0208318673817495e-15,1.4076790167452316e-13,1.6764451190060656e-11,2.875396689425803e-09,1.3825783017680197e-07,1.1302791071130684e-05,2.2270299140512768e-13
1409,2.910396129685302e-11,4.891081347229949e-14,1.293454633158513e-09,6.72984249775494e-11,1.2803637844207348e-15,3.156574394588562e-16,1.3280083362501041e-11,8.837340806401149e-13,9.071378150519363e-13,4.071391238715887e-17,1.9265758693919034e-12,2.7582256057534014e-13,1.0418085018319156e-14,5.037426811909525e-16,8.287212897892042e-14,2.24127960618791e-16,6.502241219156482e-17,3.530347943247899e-08,1.097363887648521e-14,2.2278408549707635e-13,8.976140534765172e-15,6.578694477406594e-16,3.7740638243305674e-19,4.371304063610871e-15,2.1865124527764532e-15,3.2355674818910155e-15,1.2772163859544193e-11,1.6673647499420424e-08,1.4279509611435874e-14,7.073239059407008e-16,5.2713109593560136e-12,1.6097331557465358e-12,8.944724827532196e-13,3.026897748462061e-17,1.5289020712539211e-09,2.92642453512134e-17,7.785373703577598e-13,2.8369021060818255e-13,7.263103660644823e-11,7.0687834455392525e-15,6.371826324218681e-11,5.865449762809863e-14,1.0042195566525388e-09,1.1080834469696816e-08,1.040292311568245e-11,1.54877905080977e-08,3.6223446371556705e-18,1.90132215049528e-09,9.642473990481364e-15,5.565013569275514e-12,2.4701692991987173e-11,3.4665138490380864e-16,2.198774245472623e-12,3.5489171012700255e-17,5.771784694168871e-19,1.1178330670579561e-18,2.1136382440792594e-20,9.93935778703515e-10,0.9999694804176815,8.206532778328526e-11,2.7640079114608604e-09,1.879237638913407e-12,2.5020392827261134e-12,2.9543794293724935e-14,9.91354251197801e-17,1.3497194621643798e-15,1.5723383852315034e-13,1.4154561218451912e-12,4.0087511294293096e-14,5.444758839470716e-10,2.659091170156669e-18,1.9925107721020824e-13,6.198253441951723e-16,7.400610233185553e-10,2.320782873141441e-17,1.2074527397051791e-12,1.1157670277410788e-10,2.2822436995888215e-15,6.513216089626571e-18,9.302879939643515e-14,2.6817506926669447e-19,3.037860566733805e-05,1.0435741693754658e-08,3.3685911430945995e-13,1.0904336952793331e-10,1.8558123327688422e-09,3.176515288200089e-11,6.260225700198894e-11,6.069362207312069e-17,2.8599736666925258e-08,1.3257240234034513e-09,1.56896084758473e-13,1.8227762992818795e-11,1.661985038476256e-16,2.2375518387413085e-09,6.4622785925115344e-09,5.377408380086177e-12,3.837662142113164e-16,3.0854257338327455e-15
1412,9.01155742946268e-09,1.97266862552716e-11,8.198524154494482e-09,7.280710512329289e-08,1.5546339356653385e-09,2.870164305573933e-10,8.447880716748332e-10,3.5517656309381735e-10,4.912755563204722e-12,2.67029648891976e-10,1.1039193233563665e-07,6.429779129698041e-10,2.5437710921292535e-10,4.112421928128596e-10,1.105322288179442e-11,7.726799605026338e-10,3.5456625871714275e-12,2.7546081489238097e-10,6.71515459138487e-09,1.3023519512136204e-08,1.9869924135017064e-10,5.640877021532554e-08,2.726389325927716e-10,2.3721483684122806e-08,4.314742580268243e-08,5.7203788318105486e-08,3.9450413613029775e-12,2.4765489605932823e-11,1.57432196774794e-08,1.6889799698657648e-07,1.3785648109109883e-07,3.836168906458394e-08,1.29624565602528e-07,9.717916839945264e-10,5.948583251341205e-10,8.890333521253672e-11,3.484952209388195e-09,2.202284889532572e-10,3.2119141397894754e-10,2.3762196817693618e-11,2.3898640281241324e-09,3.152307256010353e-13,4.915355961666042e-10,4.921543857547743e-09,3.3784607284462904e-08,5.247331856813804e-09,7.43039056103175e-08,5.07389965918826e-11,1.1569490830362532e-10,8.838139785694452e-09,8.676057146372405e-11,6.299823714274068e-12,9.405199874264828e-10,1.6520203178147208e-10,1.093813689092356e-06,0.0003285490164771532,3.3301624826030833e-08,2.898178210924943e-10,1.5966161625741284e-11,8.868135732538182e-11,5.276963148964995e-09,3.6129565783376953e-06,1.1724812965830594e-09,4.709253343944494e-12,1.0351399237857796e-08,3.4270278306042574e-07,6.106335727319881e-11,1.4552061038431672e-06,0.9991105214715659,0.0005464377933749601,3.4002363740751196e-06,8.242508332189936e-09,5.704855520101691e-10,7.162847068908643e-08,1.8621563814606268e-10,3.1042754175857656e-10,9.575513375452523e-09,1.701360163032645e-10,1.356471151798306e-12,9.753652126658519e-08,1.3580533104462269e-09,5.091555258605441e-07,1.893096717890097e-10,2.9492337728290955e-11,3.188919027220107e-10,3.2216870891525927e-09,1.602081474589119e-07,1.76383541962826e-10,1.3781147744162556e-10,3.340384792560203e-10,2.276410422395506e-06,1.7453535414612834e-11,6.495834464842845e-08,5.277007653898557e-09,8.379248841990388e-10,1.1863532611816332e-11,7.998190818329248e-08,7.367516717770574e-10,2.1029166390433847e-07
1415,1.9899456560065356e-08,9.710238116049783e-09,3.2155829096968473e-12,1.446001980806252e-13,1.1259514503670346e-09,1.497795686517358e-09,1.1959837096175577e-11,2.536911942709086e-11,3.89329725008081e-08,4.60843359768687e-09,1.0745612160831115e-09,5.529754377569205e-11,6.319118453208362e-10,5.340096066938077e-08,7.254613159103413e-10,7.182654917578301e-10,8.492128004287295e-08,9.811925638026353e-10,1.0673237735228278e-12,1.022389650307426e-10,1.2952504423102975e-08,1.0042771048536945e-09,1.7398462305347936e-13,2.4058690996198426e-11,2.7142311228958635e-14,1.9437208768073223e-11,2.8101118480938325e-11,2.306346096084118e-12,4.109580475358517e-13,1.1016234069813102e-07,3.2128715952225044e-12,8.488826000648634e-08,2.165875320320616e-08,1.0012860787501016e-06,2.0908501877622187e-09,4.6234212543164246e-11,7.845187037696481e-12,1.8168345532948523e-09,7.813345919267019e-10,7.941166466195653e-10,1.6855145728463417e-12,2.3227140055785302e-09,1.8621133709765062e-11,2.851974292740646e-14,1.2296245126946293e-10,5.663498655868712e-10,4.3274934415034996e-10,2.111767869274651e-10,6.990612963912688e-10,1.3696843926987064e-08,1.750770660497645e-12,2.337573918909471e-07,2.509755627299032e-12,4.931784672579424e-10,1.3392363434194977e-08,6.116306789743212e-08,2.276844403960541e-09,1.1551415107329537e-12,9.478805317180384e-12,2.2529730791084825e-09,1.5307680606740515e-12,2.2436056410714988e-12,9.560471183945677e-13,1.938404293613424e-12,2.99251644572092e-09,8.618064162668423e-10,2.6740240518475104e-10,5.814284482839074e-13,1.64236617449556e-09,3.6038038022498815e-09,6.535229854910565e-11,1.9325891267021536e-13,4.699964079193377e-08,9.105455001471178e-16,1.1604208371013028e-06,1.2528688437951362e-10,2.06948810979816e-14,4.464967283947655e-09,2.9939274178192833e-07,6.680975584364669e-10,4.125322814804652e-10,1.0485284708524786e-10,1.5043123980046918e-12,7.499379984445291e-08,0.9999966020031082,1.050887803260067e-12,2.731863985750962e-12,4.167717005511471e-12,5.695498657190934e-11,1.626510935020445e-11,1.2392071547594584e-12,6.849740881947697e-10,4.561950128269588e-12,9.275442742194233e-10,8.985515333668762e-09,1.314852878522695e-12,1.7691313542250486e-14,3.549634507396825e-12,2.8641922594986214e-09
